gene	G14-1	G14-2	G14-3	448T-1	448T-2	448T-3	G179-1	G179-2	G179-3	559T-1	559T-2	559T-3
NKX6-1	1	7	5	2	2	2	40	39	41	0	2	0
NKX6-2	0	0	0	0	0	0	0	0	0	0	0	0
NKX6-3	0	0	0	0	0	0	0	0	0	0	0	0
NLE1	192	303	278	120	102	137	305	290	245	113	98	102
NLGN1	157	200	223	638	558	594	2054	2340	2629	694	494	404
NLGN2	729	1112	1513	917	1274	1508	2617	3062	3957	2751	1881	1794
NLGN3	2	7	4	2104	2040	1822	48	86	122	2355	1524	1157
NLGN4X	371	509	767	611	690	714	1538	1733	2000	1102	817	786
NLGN4Y	0	0	0	183	147	159	203	269	234	0	0	0
NLGN4Y-AS1	0	0	0	1	0	0	0	1	0	0	1	0
NLK	257	391	405	407	353	362	490	581	566	273	182	203
NLN	391	618	596	576	687	725	1898	1717	1844	939	693	671
NLRC3	16	15	29	41	52	58	85	91	138	48	30	33
NLRC4	3	1	2	5	6	10	10	7	10	3	2	5
NLRC5	192	325	364	216	283	338	517	596	856	354	240	208
NLRP1	3	7	8	1	0	3	5	11	25	1	1	2
NLRP10	1	1	0	0	0	0	2	0	1	0	0	0
NLRP11	1	2	0	1	0	2	4	2	4	1	0	0
NLRP12	6	8	22	12	14	20	22	13	22	25	9	18
NLRP13	0	0	0	0	0	0	0	0	0	0	0	0
NLRP14	0	0	0	3	9	4	0	0	1	0	1	1
NLRP2	0	0	0	0	1	0	0	0	0	0	0	0
NLRP3	7	5	8	22	59	65	8	15	33	22	14	21
NLRP4	0	0	0	0	0	0	0	0	0	0	0	0
NLRP5	0	0	0	0	0	0	1	0	0	0	0	0
NLRP6	0	0	0	0	0	0	0	0	0	1	2	1
NLRP7	0	0	0	0	0	0	0	0	0	0	0	0
NLRP8	6	13	4	10	14	11	13	8	11	16	15	4
NLRP9	0	1	0	0	3	1	1	0	0	1	1	1
NLRX1	148	249	278	66	69	109	400	404	502	68	68	78
NMB	31	47	52	32	32	42	75	64	42	61	30	26
NMBR	0	0	1	1	0	0	3	3	6	1	1	1
NMD3	369	578	603	510	586	697	1599	1570	1473	393	318	290
NME1	416	564	464	328	212	225	908	672	473	237	161	211
NME1-NME2	2	1	5	1	8	4	6	6	7	3	2	3
NME2	237	308	318	132	142	127	423	320	398	132	84	133
NME3	104	154	235	66	96	122	356	488	792	286	166	193
NME4	326	540	676	642	614	652	1109	1271	1202	1047	796	867
NME5	13	9	17	41	36	42	45	54	63	23	14	17
NME6	94	119	146	95	118	127	218	197	214	85	71	65
NME7	119	267	230	83	141	119	399	380	362	128	99	95
NME8	0	0	0	0	0	0	0	0	0	0	0	0
NME9	1	8	12	9	27	40	17	15	24	13	25	16
NMI	68	85	104	42	65	93	386	343	340	68	48	48
NMNAT1	80	105	142	202	288	264	389	459	448	232	164	166
NMNAT2	7	7	11	54	62	80	52	124	108	38	20	22
NMNAT3	23	47	43	112	105	140	76	80	127	18	19	12
NMRAL1	141	178	218	281	270	286	796	760	754	123	105	104
NMRK1	27	74	77	11	8	17	135	138	140	20	11	14
NMRK2	0	0	0	0	0	0	0	0	0	0	0	0
NMT1	1025	1462	1546	710	849	884	3727	4900	6918	1437	1026	1023
NMT2	221	374	420	263	269	292	584	555	455	195	132	147
NMU	58	56	56	21	15	12	74	54	30	12	9	8
NMUR1	5	7	10	15	16	14	14	11	12	15	13	8
NMUR2	0	0	0	0	0	0	48	42	41	2	0	4
NNAT	3	7	7	100	161	136	6	7	14	113	95	33
NNMT	45	94	110	170	297	270	1183	1449	1851	5	8	15
NNT	875	1315	1340	1064	1220	1255	2469	2409	2495	1573	1074	983
NNT-AS1	106	154	170	120	176	170	370	367	379	274	201	178
NOA1	200	276	299	135	180	172	406	388	401	175	123	136
NOB1	329	454	465	219	238	231	1102	950	981	215	179	218
NOBOX	0	0	0	0	0	0	0	0	0	0	0	0
NOC2L	717	949	843	749	626	730	1645	1417	1397	663	451	507
NOC3L	202	324	300	298	257	236	563	468	378	152	103	126
NOC4L	159	217	232	109	105	123	318	304	308	138	80	103
NOD1	78	134	139	64	92	124	201	219	268	191	156	118
NOD2	5	8	5	3	2	6	12	8	13	4	2	1
NODAL	1	3	1	7	14	15	5	12	7	2	2	0
NOG	15	33	18	0	2	0	26	11	7	53	51	58
NOL10	250	413	376	336	315	341	1284	1092	1022	308	218	228
NOL11	530	796	688	353	363	325	1791	1498	1373	358	271	306
NOL12	73	91	91	115	141	148	354	313	312	181	103	139
NOL3	61	104	154	88	147	166	393	516	770	149	102	103
NOL4	6	7	9	86	104	95	27	32	20	108	90	58
NOL4L	155	287	402	391	503	631	840	1068	1221	726	450	455
NOL6	1760	2631	1999	398	343	394	1981	1573	1529	483	411	456
NOL7	258	412	397	221	232	253	1091	903	836	211	170	164
NOL8	324	404	388	417	462	424	825	825	752	291	200	199
NOL9	284	375	365	575	564	593	813	624	646	330	248	219
NOLC1	747	1002	946	1112	949	1002	2323	2213	2095	615	451	424
NOM1	289	469	393	411	385	411	1049	910	918	453	288	287
NOMO1	270	398	506	270	262	297	1021	1064	1216	367	258	353
NOMO2	85	118	140	127	176	152	328	379	425	87	61	77
NOMO3	42	43	53	40	55	41	80	82	123	64	60	72
NONO	3794	5346	5551	7020	6993	7392	14000	12552	11266	4778	3251	3233
NOP10	180	283	280	189	199	217	511	509	454	280	158	195
NOP14	563	867	752	293	303	304	997	775	679	396	258	302
NOP14-AS1	70	107	129	26	39	35	224	277	293	140	84	66
NOP16	154	228	220	120	141	123	294	277	216	117	94	105
NOP2	503	621	600	405	494	528	1272	1132	1058	376	265	318
NOP56	852	1293	1060	1243	1029	1039	2501	2064	1793	929	662	688
NOP58	501	703	647	600	408	408	1425	1074	874	336	229	265
NOP9	295	332	418	423	417	477	1493	1540	1782	676	505	466
NOS1	5	11	10	22	12	13	15	19	14	13	7	10
NOS1AP	33	52	56	189	347	345	94	122	185	190	117	100
NOS2	18	19	16	464	158	200	245	194	157	5	3	5
NOS3	2	1	1	1	5	7	5	4	9	4	3	2
NOSIP	176	274	320	334	333	334	367	368	384	261	204	229
NOSTRIN	7	12	9	13	6	8	25	16	5	14	3	7
NOTCH1	891	1255	1603	3819	4587	4938	4133	4163	4146	6340	4814	3484
NOTCH2	1518	2360	2727	2522	4018	4602	5823	6023	7080	4002	3270	2786
NOTCH2NL	172	280	337	407	672	795	858	886	994	625	442	389
NOTCH3	82	113	213	714	1394	1404	951	1679	2728	3385	2711	2836
NOTCH4	12	19	14	42	45	31	52	74	39	65	60	36
NOTO	0	0	0	0	0	0	0	0	0	0	0	0
NOTUM	0	3	4	0	2	0	5	11	18	4	4	3
NOV	4	4	4	26	25	55	3	5	4	38	19	30
NOVA1	108	156	190	1646	1854	1691	2124	2677	3200	1888	1124	1089
NOVA2	22	43	89	175	298	314	134	165	196	222	170	127
NOX1	7	2	1	6	5	6	9	9	5	2	2	3
NOX3	0	0	0	0	0	0	1	2	0	0	0	0
NOX4	30	22	18	13	21	18	17	15	19	19	22	21
NOX5	1	1	2	1	1	0	3	2	6	0	1	2
NOXA1	15	41	43	6	10	13	32	68	75	26	10	15
NOXO1	7	13	16	11	7	14	27	21	29	14	17	12
NOXRED1	0	2	2	2	7	7	19	15	22	10	9	7
NPAP1	10	19	22	18	24	31	25	21	51	31	17	14
NPAS1	23	33	37	9	7	17	23	25	54	34	29	27
NPAS2	143	190	192	832	671	702	307	253	233	207	142	138
NPAS3	147	223	245	708	947	908	936	1312	1501	934	567	534
NPAS4	1	0	0	4	4	0	11	13	9	4	7	2
NPAT	181	287	262	217	218	206	641	550	562	311	235	226
NPB	18	29	42	13	8	11	27	22	28	22	16	19
NPBWR1	0	0	0	0	0	0	2	3	7	0	0	0
NPBWR2	0	0	0	0	0	0	0	0	0	0	0	0
NPC1	700	1214	1334	757	860	923	2175	2080	2234	879	589	569
NPC1L1	1	0	3	3	2	2	7	2	2	5	1	2
NPC2	289	462	538	225	381	511	1543	1603	1665	655	430	406
NPDC1	279	459	592	805	1059	1306	647	888	1191	832	586	569
NPEPL1	5	7	14	26	33	29	20	21	44	8	8	6
NPEPPS	925	1378	1618	831	981	1086	3543	3726	4303	1258	965	884
NPFF	3	4	8	17	18	24	31	32	40	13	20	15
NPFFR1	0	0	0	0	1	0	0	1	0	0	0	0
NPFFR2	0	0	2	0	2	0	2	2	5	1	0	0
NPHP1	35	34	62	9	26	23	155	198	224	101	63	54
NPHP3	38	40	45	89	99	125	266	259	315	78	58	58
NPHP3-ACAD11	4	7	7	23	55	47	61	64	89	40	24	21
NPHP3-AS1	0	0	0	0	0	0	1	1	0	0	1	2
NPHP4	61	62	94	250	355	425	343	416	559	101	73	74
NPHS1	3	3	9	3	8	7	4	14	6	14	6	4
NPHS2	0	0	0	0	0	0	0	0	0	0	0	0
NPIPA1	5	6	11	6	6	9	8	13	14	1	2	4
NPIPA5	0	5	1	14	27	43	40	52	58	8	6	4
NPIPB3	111	206	213	121	175	156	468	432	489	180	153	137
NPIPB5	38	49	61	42	75	71	146	164	192	64	49	35
NPIPB6	0	3	4	4	1	3	6	10	16	4	4	6
NPIPB9	2	1	6	6	7	5	5	11	14	3	1	3
NPL	15	29	53	41	51	40	95	72	76	19	24	20
NPLOC4	1717	2381	2739	966	1056	1112	4245	4024	4044	1420	962	1087
NPM1	4096	5478	4695	2876	2337	2485	11384	9139	6813	2444	1587	2183
NPM2	1	3	8	2	1	4	2	7	6	3	3	0
NPM3	87	127	109	123	125	114	311	240	263	75	43	69
NPNT	116	137	193	37	31	44	31	41	36	4	3	1
NPPA	2	1	3	4	5	9	12	17	8	4	7	0
NPPA-AS1	6	6	10	4	10	6	47	25	24	5	3	7
NPPB	6	33	28	0	1	0	0	0	0	1	1	0
NPPC	0	1	1	0	1	0	0	0	3	0	0	0
NPR1	1	3	3	60	10	10	3	5	3	0	0	7
NPR2	29	51	74	143	236	318	741	900	1225	85	73	65
NPR3	79	100	112	3	13	11	137	173	180	11	8	14
NPRL2	105	157	174	157	199	248	314	373	484	113	110	102
NPRL3	303	427	428	370	489	530	1347	1306	1318	491	369	348
NPS	0	0	0	1	0	0	2	0	0	0	1	3
NPSR1	0	0	0	0	0	1	0	0	0	0	0	1
NPSR1-AS1	0	0	0	0	3	2	0	2	0	0	0	0
NPTN	309	481	474	344	364	420	1162	1276	1357	635	510	578
NPTN-IT1	10	18	20	23	27	37	72	68	59	71	47	34
NPTX1	16	25	5	9	10	21	251	133	79	16	6	4
NPTX2	2	10	16	0	1	0	10	44	61	1140	834	906
NPTXR	32	42	62	1172	1905	2087	1915	2963	3808	617	443	325
NPVF	0	0	0	0	0	0	0	0	1	0	0	0
NPW	7	10	18	5	3	6	15	12	13	5	4	13
NPY	0	0	0	1	0	1	0	0	0	1	3	8
NPY1R	2	1	0	68	80	74	21	35	53	0	0	0
NPY2R	0	0	0	0	0	0	0	2	1	0	2	0
NPY4R	0	0	0	4	0	2	0	0	0	0	0	0
NPY5R	0	0	0	0	0	0	10	8	25	0	0	0
NPY6R	0	0	0	0	0	2	1	0	3	0	0	0
NQO1	282	330	290	302	330	335	4483	5963	6105	635	407	824
NQO2	118	180	177	109	100	108	517	491	448	160	114	106
NR0B1	0	0	0	0	0	0	136	135	149	0	0	0
NR0B2	0	0	0	0	0	0	3	0	2	1	0	0
NR1D1	81	120	178	194	225	319	353	398	500	108	78	97
NR1D2	494	823	787	443	635	641	1848	1777	1866	720	429	405
NR1H2	290	424	512	597	733	756	577	641	824	380	273	307
NR1H3	24	38	32	43	66	76	168	243	314	59	41	52
NR1H4	2	0	0	1	0	0	14	24	41	0	2	0
NR1I2	0	1	0	2	9	5	3	6	4	1	1	1
NR1I3	0	2	3	6	5	7	1	3	2	0	2	2
NR2C1	71	111	143	184	306	352	469	584	644	317	227	193
NR2C2	788	1192	1243	1119	1254	1266	2449	2439	2760	1078	775	722
NR2C2AP	99	154	123	173	93	88	227	158	132	82	61	40
NR2E1	12	23	47	10	19	31	243	281	275	387	231	198
NR2E3	2	1	0	0	0	1	4	0	2	0	1	0
NR2F1	361	580	691	844	1172	1354	5331	6764	7836	940	674	855
NR2F1-AS1	90	143	192	88	106	113	424	516	582	118	81	80
NR2F2	133	134	246	181	186	271	1354	1421	1604	748	550	563
NR2F2-AS1	0	0	2	1	0	0	4	7	9	0	2	3
NR2F6	336	428	563	250	275	336	511	493	533	277	204	250
NR3C1	1026	1498	1759	610	774	890	3537	3454	3991	995	678	668
NR3C2	78	131	140	0	2	6	38	39	55	5	7	2
NR4A1	18	36	43	37	26	47	21	47	13	137	239	68
NR4A2	10	12	12	25	21	32	61	166	94	12	11	6
NR4A3	2	0	0	23	36	34	13	16	26	67	51	49
NR5A1	0	0	0	6	34	66	0	0	3	0	0	1
NR5A2	155	205	163	0	0	1	23	12	12	0	0	1
NR6A1	115	139	206	93	131	137	298	269	323	111	71	81
NRADDP	0	3	0	0	1	1	1	2	3	3	1	0
NRAP	0	0	0	13	38	28	2	4	4	5	9	4
NRARP	22	24	13	33	37	42	14	27	12	77	69	30
NRAS	666	917	911	948	1000	1010	2811	2460	1999	1111	698	685
NRBF2	98	144	188	312	326	369	595	571	588	76	63	63
NRBP1	954	1402	1622	894	915	1050	3616	3477	3538	1001	696	833
NRBP2	175	343	608	543	1157	1587	1558	2317	3536	1126	777	623
NRCAM	1117	1638	1949	6313	7610	9201	14646	15610	18520	4041	2767	2730
NRD1	968	1487	1606	1684	1877	1848	3489	3402	3227	1588	1140	1166
NRDE2	69	96	105	132	136	151	241	222	232	182	131	127
NREP	7	11	15	293	374	385	402	420	447	1480	1129	920
NRF1	167	204	211	272	306	266	486	437	490	367	247	260
NRG1	675	1078	960	1	2	3	581	808	841	54	42	45
NRG1-IT1	0	0	0	0	0	0	0	0	0	1	0	0
NRG1-IT3	0	0	0	0	0	0	0	0	0	0	0	0
NRG2	43	61	68	71	82	95	166	209	239	257	159	160
NRG3	0	0	0	0	1	0	0	0	0	0	0	0
NRG4	5	9	4	3	6	3	13	14	9	6	6	10
NRGN	126	161	142	586	386	382	628	457	246	140	88	112
NRIP1	1947	3775	4778	453	492	513	1812	1549	1438	352	244	254
NRIP2	17	23	23	30	56	82	60	67	96	46	30	40
NRIP3	15	17	20	57	46	46	178	167	151	60	42	49
NRK	0	0	0	0	0	1	0	0	0	1	0	0
NRL	6	8	7	7	16	9	17	15	28	6	8	8
NRM	231	306	311	304	249	251	1011	801	652	297	184	179
NRN1	172	244	260	570	677	598	725	813	821	439	291	418
NRN1L	1	0	1	6	6	4	3	3	7	4	5	2
NRON	1	2	2	0	2	4	1	3	0	1	1	2
NRP1	2379	3319	4047	1448	1735	2038	8712	8475	8338	351	293	627
NRP2	2407	4394	6152	1855	1313	1352	6731	6894	7026	1357	651	792
NRROS	2	2	3	2	2	6	8	7	9	1	1	0
NRSN1	22	34	65	62	63	62	15	44	24	54	31	29
NRSN2	345	493	561	772	1097	1198	1536	1801	1864	1163	853	878
NRTN	1	1	2	2	3	4	1	1	1	1	1	0
NRXN1	3	3	6	43	60	106	32	47	68	16	14	5
NRXN2	0	1	3	159	209	172	4	4	8	253	178	133
NRXN3	54	51	49	16	24	25	254	469	513	238	273	365
NS3BP	13	27	32	9	26	13	54	41	68	99	47	53
NSA2	333	510	489	278	313	318	1071	981	832	324	228	232
NSD1	1179	1658	1864	1240	1301	1314	2956	3066	3265	1574	1092	1163
NSDHL	277	453	432	580	625	604	1000	793	739	222	165	202
NSF	616	893	912	426	380	359	1964	1949	1802	877	562	685
NSFL1C	460	666	636	723	706	841	1712	1828	1906	615	471	513
NSG1	141	223	357	64	111	164	54	55	56	102	56	57
NSL1	244	349	341	363	409	436	866	764	734	522	297	278
NSMAF	435	588	605	288	279	324	1892	1712	1796	399	311	381
NSMCE1	182	231	342	297	294	308	888	885	843	353	210	236
NSMCE2	52	73	101	60	54	70	334	336	313	77	42	52
NSMCE4A	94	140	150	241	197	191	274	234	194	103	68	66
NSMF	430	778	1034	2023	2828	3326	1613	2219	3233	2373	1792	1572
NSRP1	290	436	388	269	293	303	917	792	649	374	242	239
NSUN2	696	926	795	505	466	491	1302	1410	1344	532	365	441
NSUN3	41	54	56	75	93	99	187	170	190	68	34	35
NSUN4	150	221	263	220	230	254	516	470	524	268	208	180
NSUN5	52	66	60	153	109	130	333	272	269	136	91	64
NSUN5P1	31	44	56	50	64	95	121	116	160	161	96	97
NSUN5P2	1	4	6	6	6	6	14	15	26	18	5	8
NSUN6	37	57	55	184	264	299	171	188	262	108	62	43
NSUN7	51	90	90	62	62	96	130	140	165	10	10	7
NT5C	144	235	224	118	104	126	450	382	403	234	154	157
NT5C1A	0	0	1	1	0	3	0	0	0	0	0	2
NT5C1B	0	0	0	0	1	1	0	2	0	0	0	0
NT5C1B-RDH14	0	0	0	0	0	0	0	0	0	0	0	0
NT5C2	238	368	341	594	767	822	1182	1227	1355	358	257	287
NT5C3A	198	289	253	248	206	218	503	423	389	202	184	164
NT5C3B	699	1000	962	331	319	338	1031	945	916	545	368	411
NT5DC1	121	146	149	6	2	5	264	248	264	29	20	38
NT5DC2	1593	2203	2190	2636	1697	1685	2327	1880	1513	1227	882	1088
NT5DC3	1320	2099	2452	164	138	207	2056	1701	1645	112	76	89
NT5E	2131	3464	3160	546	395	609	1694	1082	681	1164	544	1372
NT5M	37	46	53	41	51	51	63	71	62	35	29	22
NTAN1	109	178	199	122	148	154	429	347	295	95	65	94
NTF3	0	0	0	0	0	0	1	0	0	0	0	0
NTF4	1	1	2	0	0	0	2	2	1	1	2	3
NTHL1	107	137	174	130	109	130	180	211	222	111	86	84
NTM	360	593	556	397	800	1054	1237	1092	795	390	334	393
NTM-IT	0	0	0	0	0	0	0	0	0	0	0	0
NTMT1	173	300	273	199	198	195	541	512	479	205	178	161
NTN1	71	93	153	485	791	908	495	522	786	529	427	406
NTN3	1	1	1	2	4	4	13	40	46	49	33	37
NTN4	67	119	140	0	2	0	572	598	774	12	27	44
NTN5	0	2	6	6	11	24	0	4	20	1	2	2
NTNG1	0	1	0	11	33	29	44	27	31	43	25	89
NTNG2	4	9	6	16	74	67	69	159	337	267	187	143
NTPCR	163	232	254	207	205	223	718	604	705	192	136	138
NTRK1	0	0	2	3	1	2	5	11	12	13	27	42
NTRK2	2270	3730	4393	6200	10146	12490	1331	1721	1721	225	149	58
NTRK3	186	336	365	273	382	413	418	547	692	275	156	143
NTRK3-AS1	0	0	0	1	0	0	1	0	2	1	0	0
NTS	0	0	0	0	0	0	0	6	8	0	0	1
NTSR1	10	10	11	119	162	241	2	4	0	28	12	62
NTSR2	0	0	0	0	1	0	0	0	0	0	1	0
NUAK1	304	431	487	652	561	630	746	869	787	246	251	367
NUAK2	289	482	511	478	980	1320	455	643	412	246	308	233
NUB1	446	632	802	325	410	451	1327	1515	1836	648	442	441
NUBP1	129	200	190	157	159	163	413	336	344	124	82	97
NUBP2	266	368	419	299	366	383	631	614	745	419	269	242
NUBPL	49	86	96	82	84	100	436	370	443	132	85	80
NUCB1	847	1161	1609	1745	2526	2739	2431	3036	4197	2480	1798	1821
NUCB1-AS1	0	1	2	2	0	0	1	1	1	1	3	1
NUCB2	218	378	431	188	196	209	1059	946	854	254	177	170
NUCKS1	4860	7068	7281	7838	7099	7297	16561	15850	15230	6977	4469	4742
NUDC	907	1285	1189	1128	1165	1192	2136	1884	1721	844	577	556
NUDCD1	179	251	211	154	97	108	722	573	523	130	71	101
NUDCD2	123	207	198	157	163	156	638	492	517	229	182	131
NUDCD3	986	1306	1501	975	1170	1218	2669	2834	3287	1725	1222	1194
NUDT1	140	178	196	264	171	202	424	284	202	249	124	157
NUDT10	8	6	7	59	53	60	36	26	21	76	35	43
NUDT11	96	124	159	153	201	206	218	246	210	180	112	94
NUDT12	45	70	113	93	147	155	332	342	411	209	120	102
NUDT13	17	27	33	20	14	11	56	52	45	26	14	15
NUDT14	18	36	53	7	15	10	53	108	64	102	62	61
NUDT15	166	225	140	104	84	96	341	272	212	193	118	139
NUDT16	714	1000	985	668	915	921	2383	2434	2644	528	429	397
NUDT16L1	163	243	313	331	362	434	462	570	706	412	304	310
NUDT16P1	0	1	1	3	6	4	11	13	11	0	0	4
NUDT17	8	24	20	18	22	20	35	56	66	21	22	19
NUDT18	21	63	67	9	14	24	160	149	185	30	15	22
NUDT19	222	333	339	236	226	241	366	301	262	161	106	123
NUDT2	115	144	174	137	123	168	344	379	402	93	72	68
NUDT21	812	1208	1250	1410	1408	1468	5968	5964	5668	679	469	431
NUDT22	92	125	154	135	106	150	256	313	320	151	110	125
NUDT3	75	77	83	72	96	96	144	188	217	192	108	97
NUDT4	7	18	25	7	20	18	55	56	70	43	20	25
NUDT5	158	263	276	356	368	373	488	429	439	166	92	116
NUDT6	18	35	40	14	17	23	55	70	76	22	20	22
NUDT7	19	24	40	27	19	27	180	214	270	14	5	5
NUDT8	56	50	43	22	24	25	52	47	25	18	9	10
NUDT9	157	262	290	130	159	145	611	695	811	305	184	178
NUDT9P1	0	0	0	3	1	1	0	0	3	0	0	0
NUF2	208	261	201	415	249	222	1216	761	452	293	155	137
NUFIP1	55	79	82	73	78	81	198	140	121	110	108	89
NUFIP2	1468	1957	2285	1693	1922	1886	4910	4791	5301	1922	1352	1309
NUGGC	9	17	12	19	30	38	30	34	36	28	13	20
NUMA1	917	1296	1592	1468	1608	2166	3852	4510	5457	2852	2286	1966
NUMB	301	470	558	227	283	308	1143	1291	1383	388	296	328
NUMBL	164	253	338	788	1517	1740	615	687	729	540	433	413
NUP107	507	680	626	447	375	431	1874	1554	1335	540	321	294
NUP133	136	205	182	506	551	527	1604	1531	1645	784	525	425
NUP153	852	1176	1023	665	670	705	3445	2948	2630	863	642	721
NUP155	478	670	555	524	366	369	1306	1049	780	544	315	330
NUP160	798	1030	985	469	413	443	2405	2256	2229	743	557	570
NUP188	1772	2462	2491	1859	1545	1701	3227	2450	2140	1244	832	849
NUP205	1488	2134	1998	1281	1109	1145	4670	4038	4330	1621	961	1104
NUP210	3468	4787	4879	2737	1949	1957	5261	4639	4231	1046	597	430
NUP210L	0	1	2	4	2	4	4	7	2	2	0	0
NUP210P1	0	0	0	0	0	0	0	0	0	0	0	0
NUP214	774	1119	1083	1489	1564	1619	2362	2430	2340	1082	677	723
NUP35	128	140	121	112	113	84	379	261	222	124	57	81
NUP37	193	243	235	158	114	119	596	529	451	118	83	101
NUP43	510	720	633	418	407	393	1202	1043	1111	633	400	396
NUP50	483	602	656	881	675	693	2781	2157	1854	891	613	626
NUP50-AS1	11	23	21	73	75	70	110	94	107	68	32	52
NUP54	288	458	411	186	197	208	1057	911	808	422	230	256
NUP62	879	1239	1150	903	847	931	1401	1261	1157	702	484	588
NUP62CL	12	8	3	1	0	0	1	0	1	1	0	0
NUP85	409	545	511	333	344	350	1039	969	789	343	247	233
NUP88	471	768	654	216	161	204	1056	773	632	314	178	232
NUP93	567	823	837	669	611	655	2093	1711	1485	407	325	312
NUP98	887	1224	1151	735	627	698	2934	2504	2344	1062	724	759
NUPL1	430	536	554	451	393	438	1196	1068	881	538	346	412
NUPL2	149	244	217	247	258	279	535	490	517	295	239	226
NUPR1	2	11	12	8	17	20	471	679	783	15	17	18
NUPR1L	1	1	2	5	2	5	7	6	8	3	4	1
NUS1	461	725	665	382	442	409	2493	2276	2152	740	509	545
NUSAP1	523	676	650	737	451	465	2756	1858	1214	1181	725	572
NUTF2	512	764	796	539	495	572	1821	1834	1645	826	492	559
NUTM1	0	0	0	0	0	0	0	1	0	1	0	0
NUTM2A	0	1	5	18	11	11	9	12	12	11	5	4
NUTM2A-AS1	24	36	41	56	64	57	94	88	101	42	32	40
NUTM2B	3	0	4	6	18	20	9	9	18	7	6	6
NUTM2D	3	9	14	26	40	24	32	25	46	15	12	7
NUTM2F	0	0	0	0	0	0	0	0	0	0	0	0
NUTM2G	4	5	5	14	6	16	8	4	9	1	1	5
NVL	51	74	80	187	171	206	468	439	447	213	159	156
NWD1	6	23	24	34	92	152	45	54	74	34	26	25
NWD2	0	0	0	0	1	0	0	0	0	0	1	0
NXF1	351	533	602	511	525	619	1540	1448	1777	751	487	495
NXF3	0	0	0	0	0	0	0	1	1	1	0	0
NXF4	0	0	0	1	0	0	0	1	1	5	3	1
NXF5	0	0	0	0	2	5	0	0	1	0	0	0
NXN	34	45	65	57	51	43	162	217	206	127	68	90
NXNL1	0	0	0	2	2	2	0	0	0	0	0	0
NXNL2	3	3	9	2	11	9	20	19	30	15	5	9
NXPE1	0	0	0	0	1	0	0	0	0	0	0	0
NXPE2	0	0	0	0	1	0	0	0	0	0	0	0
NXPE3	578	915	1137	463	659	777	2744	2757	2564	458	326	415
NXPE4	0	0	1	0	0	0	0	0	1	0	0	0
NXPH1	2	3	3	29	60	43	10	10	7	1981	1444	1001
NXPH2	33	43	44	3	4	2	0	1	0	1	0	0
NXPH3	1	1	3	28	22	22	2	1	2	49	41	30
NXPH4	32	17	26	50	30	39	44	44	58	53	48	72
NXT1	97	131	139	132	106	87	274	209	187	92	65	78
NXT2	66	82	83	307	352	382	404	399	428	105	74	61
NYAP1	7	4	9	66	148	200	38	63	102	116	113	97
NYAP2	10	13	10	15	15	23	24	29	22	19	9	12
NYNRIN	5	6	9	23	25	25	14	54	75	310	309	270
NYX	0	0	0	0	0	0	0	0	0	0	0	1
OACYLP	0	0	0	0	0	0	0	0	0	0	1	0
OAF	36	51	62	111	101	127	240	277	273	505	367	524
OARD1	88	129	143	91	99	104	501	405	473	119	87	88
OAS1	31	45	57	89	86	110	242	314	411	24	18	16
OAS2	6	12	11	91	86	151	242	506	583	24	19	29
OAS3	555	683	698	1693	1211	1405	2142	1965	2106	606	346	442
OASL	15	31	41	17	16	29	392	311	301	10	9	13
OAT	384	559	634	528	575	605	1516	1429	1491	297	229	219
OAZ1	2643	3970	4306	2463	2392	2693	6845	6518	6909	1973	1500	1889
OAZ2	388	502	588	377	471	521	1241	1354	1449	1026	749	846
OAZ3	3	11	4	11	16	11	13	18	14	3	6	6
OBFC1	92	139	179	134	158	161	441	423	465	116	93	121
OBP2A	0	0	0	0	0	0	1	0	0	0	0	0
OBP2B	0	0	0	0	0	0	0	0	0	0	0	0
OBSCN	28	38	63	67	88	97	420	642	1007	211	150	185
OBSL1	500	708	892	1825	1968	2338	2061	2847	3791	1597	1160	1074
OC90	0	0	0	0	0	0	0	0	0	0	0	0
OCA2	0	0	0	0	0	0	2	0	1	0	0	0
OCEL1	35	47	69	46	90	77	127	115	210	37	28	25
OCIAD1	687	1028	1158	585	697	827	2878	3146	3251	1003	750	771
OCIAD2	883	1338	1766	6	2	6	1799	1682	1775	13	6	19
OCLM	4	10	7	8	9	8	12	10	17	7	5	12
OCLN	183	291	290	63	110	112	498	390	388	99	77	70
OCM	0	0	0	0	1	0	1	1	1	1	1	0
OCM2	0	0	0	0	0	0	0	0	0	0	0	0
OCRL	410	563	634	754	724	788	1513	1505	1483	603	425	431
OCSTAMP	0	0	0	1	0	0	0	0	0	0	0	0
ODAM	0	0	0	0	1	0	0	0	0	0	0	0
ODC1	2384	2919	2259	2602	1961	2059	7965	6339	4479	1768	1073	1270
ODF1	0	0	0	0	0	0	0	0	0	0	0	0
ODF2	703	852	898	1328	1087	1158	2335	1866	1764	759	458	511
ODF2L	221	285	402	387	476	471	771	780	795	337	215	223
ODF3	0	0	0	0	0	1	0	0	0	0	0	0
ODF3B	0	0	2	1	8	8	11	18	29	2	0	0
ODF3L1	0	1	0	0	0	2	0	1	1	1	3	2
ODF3L2	0	0	0	0	0	0	1	1	0	2	3	0
ODF4	0	0	0	1	0	0	0	0	0	0	0	0
OFD1	118	169	223	221	373	368	457	532	643	478	299	244
OGDH	2099	2768	2857	1915	2021	2463	3865	4113	4416	2021	1397	1460
